lineItem/UsageAccountId,lineItem/UsageStartDate,lineItem/UsageEndDate,lineItem/ProductCode,lineItem/ResourceId,lineItem/UnblendedCost,lineItem/UsageType,lineItem/Operation,resourceTags/user:team,resourceTags/user:environment
111122223333,2026-05-25T00:00:00,2026-05-26T00:00:00,AmazonCloudFront,E00000700D325B,1.202100,DataTransfer-Out-Bytes,,backend,prod
111122223333,2026-05-13T00:00:00,2026-05-14T00:00:00,AmazonEC2,i-364e911f,5.224500,BoxUsage:t3.medium,RunInstances,,
111122223333,2026-05-19T00:00:00,2026-05-20T00:00:00,AmazonEC2,i-15740251,1.352200,BoxUsage:t3.medium,RunInstances,,
111122223333,2026-05-31T00:00:00,2026-06-01T00:00:00,AmazonEC2,i-792a4b04,7.000500,BoxUsage:t3.medium,RunInstances,ml,prod
111122223333,2026-05-01T00:00:00,2026-05-02T00:00:00,AmazonEC2,i-13342a56,11.075100,BoxUsage:t3.medium,RunInstances,ml,prod
111122223333,2026-05-01T00:00:00,2026-05-02T00:00:00,AmazonRDS,apicore-db-003,5.834000,InstanceUsage:db.t3.large,,backend,prod
111122223333,2026-05-07T00:00:00,2026-05-08T00:00:00,AmazonEC2,i-ba77cb1b,2.537200,BoxUsage:t3.medium,RunInstances,backend,prod
111122223333,2026-05-13T00:00:00,2026-05-14T00:00:00,AmazonCloudFront,E00000A470B5C8,0.824400,DataTransfer-Out-Bytes,,backend,prod
111122223333,2026-05-31T00:00:00,2026-06-01T00:00:00,AmazonEC2,i-cf3a4ea9,2.049400,BoxUsage:t3.medium,RunInstances,,
111122223333,2026-05-25T00:00:00,2026-05-26T00:00:00,AmazonEC2,i-6a1c236a,11.623600,BoxUsage:t3.medium,RunInstances,,
111122223333,2026-05-13T00:00:00,2026-05-14T00:00:00,AmazonEC2,i-36527fa2,4.310900,BoxUsage:t3.medium,RunInstances,,
111122223333,2026-05-31T00:00:00,2026-06-01T00:00:00,AmazonEKS,arn:aws:eks:us-east-1:111122223333:cluster/devops-eks-001,3.167100,AmazonEKS-Hours:cluster,,platform,prod
111122223333,2026-05-07T00:00:00,2026-05-08T00:00:00,AmazonCloudWatch,log-group-devops-logs-001,0.962300,PutLogEvents,,platform,prod
111122223333,2026-05-01T00:00:00,2026-05-02T00:00:00,AmazonRDS,apicore-db-000,8.238600,InstanceUsage:db.t3.large,,backend,prod
111122223333,2026-05-07T00:00:00,2026-05-08T00:00:00,AmazonRDS,apicore-db-003,5.069000,InstanceUsage:db.t3.large,,backend,prod
111122223333,2026-05-07T00:00:00,2026-05-08T00:00:00,AmazonEC2,i-792a4b04,6.718800,BoxUsage:t3.medium,RunInstances,ml,prod
111122223333,2026-05-13T00:00:00,2026-05-14T00:00:00,AmazonRDS,apicore-db-002,7.254900,InstanceUsage:db.t3.large,,backend,prod
111122223333,2026-05-07T00:00:00,2026-05-08T00:00:00,AmazonEC2,i-535e2cae,1.811900,BoxUsage:t3.medium,RunInstances,,
111122223333,2026-05-13T00:00:00,2026-05-14T00:00:00,AmazonRDS,apicore-db-001,5.102500,InstanceUsage:db.t3.large,,backend,prod
111122223333,2026-05-19T00:00:00,2026-05-20T00:00:00,AmazonEC2,i-4c5db485,7.262200,BoxUsage:t3.medium,RunInstances,ml,prod
111122223333,2026-05-19T00:00:00,2026-05-20T00:00:00,AmazonEC2,i-ba77cb1b,2.641200,BoxUsage:t3.medium,RunInstances,backend,prod
111122223333,2026-05-25T00:00:00,2026-05-26T00:00:00,AmazonCloudFront,E00000A470B5C8,0.764500,DataTransfer-Out-Bytes,,backend,prod
111122223333,2026-05-31T00:00:00,2026-06-01T00:00:00,AmazonS3,orphan-bucket-000,0.394200,TimedStorage-ByteHrs,,,
111122223333,2026-05-31T00:00:00,2026-06-01T00:00:00,AmazonCloudFront,E00000A470B5C8,0.880200,DataTransfer-Out-Bytes,,backend,prod
111122223333,2026-05-01T00:00:00,2026-05-02T00:00:00,AmazonEC2,i-6a1c236a,11.845900,BoxUsage:t3.medium,RunInstances,,
111122223333,2026-05-07T00:00:00,2026-05-08T00:00:00,AmazonEC2,i-13342a56,8.588500,BoxUsage:t3.medium,RunInstances,ml,prod
111122223333,2026-05-31T00:00:00,2026-06-01T00:00:00,AmazonEC2,i-c4db32dc,1.352800,BoxUsage:t3.medium,RunInstances,,
111122223333,2026-05-25T00:00:00,2026-05-26T00:00:00,AmazonEKS,arn:aws:eks:us-east-1:111122223333:cluster/devops-eks-001,4.511200,AmazonEKS-Hours:cluster,,platform,prod
111122223333,2026-05-25T00:00:00,2026-05-26T00:00:00,AmazonEC2,i-4b0e41bb,3.143200,BoxUsage:t3.medium,RunInstances,backend,prod
111122223333,2026-05-31T00:00:00,2026-06-01T00:00:00,AmazonRDS,apicore-db-000,8.111200,InstanceUsage:db.t3.large,,backend,prod
111122223333,2026-05-07T00:00:00,2026-05-08T00:00:00,AmazonCloudFront,E0000074909B06,0.702300,DataTransfer-Out-Bytes,,backend,prod
111122223333,2026-05-31T00:00:00,2026-06-01T00:00:00,AmazonEC2,i-0a01d162,0.902800,BoxUsage:t3.medium,RunInstances,,
111122223333,2026-05-13T00:00:00,2026-05-14T00:00:00,AmazonRDS,apicore-db-000,7.546100,InstanceUsage:db.t3.large,,backend,prod
111122223333,2026-05-31T00:00:00,2026-06-01T00:00:00,AmazonCloudFront,E00000700D325B,0.860900,DataTransfer-Out-Bytes,,backend,prod
111122223333,2026-05-07T00:00:00,2026-05-08T00:00:00,AmazonEKS,arn:aws:eks:us-east-1:111122223333:cluster/devops-eks-003,2.934100,AmazonEKS-Hours:cluster,,platform,prod
111122223333,2026-05-13T00:00:00,2026-05-14T00:00:00,AWSLambda,mlops-infer-002,1.462800,Lambda-GB-Second,,ml,prod
111122223333,2026-05-01T00:00:00,2026-05-02T00:00:00,AWSGlue,etl-pipeline-000,2.871200,DPU-Hour:JobRun,,,
111122223333,2026-05-13T00:00:00,2026-05-14T00:00:00,AmazonCloudFront,E00000FD294FC5,1.051200,DataTransfer-Out-Bytes,,backend,prod
111122223333,2026-05-19T00:00:00,2026-05-20T00:00:00,AmazonCloudFront,E00000A470B5C8,0.708600,DataTransfer-Out-Bytes,,backend,prod
111122223333,2026-05-01T00:00:00,2026-05-02T00:00:00,AmazonEC2,i-7863c1aa,1.255400,BoxUsage:t3.medium,RunInstances,,
111122223333,2026-05-19T00:00:00,2026-05-20T00:00:00,AmazonS3,mlops-fs-001,0.654300,TimedStorage-ByteHrs,,,
111122223333,2026-05-31T00:00:00,2026-06-01T00:00:00,AmazonRedshift,redshift-cluster-393a,9.268000,Node:dc2.large,,data,prod
111122223333,2026-05-01T00:00:00,2026-05-02T00:00:00,AmazonCloudWatch,log-group-devops-logs-001,1.011000,PutLogEvents,,platform,prod
111122223333,2026-05-19T00:00:00,2026-05-20T00:00:00,AmazonRDS,apicore-db-001,4.949100,InstanceUsage:db.t3.large,,backend,prod
111122223333,2026-05-13T00:00:00,2026-05-14T00:00:00,AmazonRedshift,redshift-cluster-6484,13.730200,Node:dc2.large,,data,prod
111122223333,2026-05-13T00:00:00,2026-05-14T00:00:00,AmazonEC2,i-cf3a4ea9,1.945400,BoxUsage:t3.medium,RunInstances,,
111122223333,2026-05-25T00:00:00,2026-05-26T00:00:00,AmazonEC2,i-7863c1aa,1.666900,BoxUsage:t3.medium,RunInstances,,
111122223333,2026-05-01T00:00:00,2026-05-02T00:00:00,AmazonRedshift,redshift-cluster-393a,8.992200,Node:dc2.large,,data,prod
111122223333,2026-05-25T00:00:00,2026-05-26T00:00:00,AmazonEKS,arn:aws:eks:us-east-1:111122223333:cluster/devops-eks-003,3.097700,AmazonEKS-Hours:cluster,,platform,prod
111122223333,2026-05-31T00:00:00,2026-06-01T00:00:00,AmazonS3,orphan-bucket-001,0.280600,TimedStorage-ByteHrs,,,
111122223333,2026-05-01T00:00:00,2026-05-02T00:00:00,AmazonEC2,i-e279831e,3.301000,BoxUsage:t3.medium,RunInstances,,
111122223333,2026-05-01T00:00:00,2026-05-02T00:00:00,AmazonCloudWatch,log-group-devops-logs-000,0.628300,PutLogEvents,,platform,prod
111122223333,2026-05-07T00:00:00,2026-05-08T00:00:00,AmazonRedshift,redshift-cluster-393a,12.836300,Node:dc2.large,,data,prod
111122223333,2026-05-07T00:00:00,2026-05-08T00:00:00,AmazonEC2,i-8881f019,1.465400,BoxUsage:t3.medium,RunInstances,,
111122223333,2026-05-31T00:00:00,2026-06-01T00:00:00,AWSLambda,mlops-infer-002,1.661600,Lambda-GB-Second,,ml,prod
111122223333,2026-05-01T00:00:00,2026-05-02T00:00:00,AmazonS3,orphan-bucket-001,0.331100,TimedStorage-ByteHrs,,,
111122223333,2026-05-31T00:00:00,2026-06-01T00:00:00,AWSGlue,etl-pipeline-000,2.739200,DPU-Hour:JobRun,,,
111122223333,2026-05-25T00:00:00,2026-05-26T00:00:00,AWSDataTransfer,,11.651169,DataTransfer-Regional-Bytes,,,
111122223333,2026-05-13T00:00:00,2026-05-14T00:00:00,AmazonS3,orphan-bucket-000,0.227100,TimedStorage-ByteHrs,,,
111122223333,2026-05-01T00:00:00,2026-05-02T00:00:00,AmazonEC2,i-792a4b04,9.213500,BoxUsage:t3.medium,RunInstances,ml,prod
111122223333,2026-05-07T00:00:00,2026-05-08T00:00:00,AWSGlue,etl-pipeline-001,2.457200,DPU-Hour:JobRun,,,
111122223333,2026-05-25T00:00:00,2026-05-26T00:00:00,AmazonCloudFront,E000009B480B07,1.219200,DataTransfer-Out-Bytes,,,
111122223333,2026-05-19T00:00:00,2026-05-20T00:00:00,AmazonCloudWatch,log-group-devops-logs-002,0.758100,PutLogEvents,,,
111122223333,2026-05-31T00:00:00,2026-06-01T00:00:00,AmazonEKS,arn:aws:eks:us-east-1:111122223333:cluster/devops-eks-003,3.350200,AmazonEKS-Hours:cluster,,platform,prod
111122223333,2026-05-25T00:00:00,2026-05-26T00:00:00,AmazonEC2,i-f6558f02,3.013600,BoxUsage:t3.medium,RunInstances,backend,prod
111122223333,2026-05-19T00:00:00,2026-05-20T00:00:00,AmazonEC2,i-cf3a4ea9,1.620300,BoxUsage:t3.medium,RunInstances,,
111122223333,2026-05-13T00:00:00,2026-05-14T00:00:00,AmazonEC2,i-4b0e41bb,4.008600,BoxUsage:t3.medium,RunInstances,backend,prod
111122223333,2026-05-25T00:00:00,2026-05-26T00:00:00,AmazonEC2,i-535e2cae,1.760100,BoxUsage:t3.medium,RunInstances,,
111122223333,2026-05-19T00:00:00,2026-05-20T00:00:00,AmazonEKS,arn:aws:eks:us-east-1:111122223333:cluster/devops-eks-000,2.935600,AmazonEKS-Hours:cluster,,platform,prod
111122223333,2026-05-07T00:00:00,2026-05-08T00:00:00,AmazonS3,mlops-fs-000,0.812700,TimedStorage-ByteHrs,,,
111122223333,2026-05-31T00:00:00,2026-06-01T00:00:00,AmazonEKS,arn:aws:eks:us-east-1:111122223333:cluster/devops-eks-002,3.026100,AmazonEKS-Hours:cluster,,platform,prod
111122223333,2026-05-01T00:00:00,2026-05-02T00:00:00,AmazonRDS,apicore-db-004,5.633300,InstanceUsage:db.t3.large,,backend,prod
111122223333,2026-05-01T00:00:00,2026-05-02T00:00:00,AWSLambda,mlops-infer-002,1.196700,Lambda-GB-Second,,ml,prod
111122223333,2026-05-25T00:00:00,2026-05-26T00:00:00,AmazonS3,orphan-bucket-001,0.331400,TimedStorage-ByteHrs,,,
111122223333,2026-05-13T00:00:00,2026-05-14T00:00:00,AmazonEC2,i-22ba8dc2,4.791600,BoxUsage:t3.medium,RunInstances,data,prod
111122223333,2026-05-07T00:00:00,2026-05-08T00:00:00,AmazonS3,orphan-bucket-001,0.323100,TimedStorage-ByteHrs,,,
111122223333,2026-05-07T00:00:00,2026-05-08T00:00:00,AmazonEC2,i-15fd63ca,4.563200,BoxUsage:t3.medium,RunInstances,,
111122223333,2026-05-19T00:00:00,2026-05-20T00:00:00,AmazonCloudFront,E000009B480B07,1.057300,DataTransfer-Out-Bytes,,,
111122223333,2026-05-31T00:00:00,2026-06-01T00:00:00,AmazonEC2,i-e279831e,2.916900,BoxUsage:t3.medium,RunInstances,,
111122223333,2026-05-19T00:00:00,2026-05-20T00:00:00,AmazonEC2,i-8881f019,1.319000,BoxUsage:t3.medium,RunInstances,,
111122223333,2026-05-19T00:00:00,2026-05-20T00:00:00,AWSGlue,etl-pipeline-003,2.591700,DPU-Hour:JobRun,,,
111122223333,2026-05-13T00:00:00,2026-05-14T00:00:00,AmazonEKS,arn:aws:eks:us-east-1:111122223333:cluster/devops-eks-002,3.642900,AmazonEKS-Hours:cluster,,platform,prod
111122223333,2026-05-13T00:00:00,2026-05-14T00:00:00,AmazonCloudWatch,log-group-devops-logs-002,0.747400,PutLogEvents,,,
111122223333,2026-05-07T00:00:00,2026-05-08T00:00:00,AmazonEC2,i-4c5db485,6.880200,BoxUsage:t3.medium,RunInstances,ml,prod
111122223333,2026-05-25T00:00:00,2026-05-26T00:00:00,AmazonEC2,i-15fd63ca,6.050300,BoxUsage:t3.medium,RunInstances,,
111122223333,2026-05-31T00:00:00,2026-06-01T00:00:00,AmazonS3,mlops-fs-001,0.654500,TimedStorage-ByteHrs,,,
111122223333,2026-05-13T00:00:00,2026-05-14T00:00:00,AmazonEC2,i-968604f2,6.106700,BoxUsage:t3.medium,RunInstances,data,prod
111122223333,2026-05-07T00:00:00,2026-05-08T00:00:00,AmazonEC2,i-3b6762d2,0.937300,BoxUsage:t3.medium,RunInstances,,
111122223333,2026-05-13T00:00:00,2026-05-14T00:00:00,AmazonEC2,i-792a4b04,10.205700,BoxUsage:t3.medium,RunInstances,ml,prod
111122223333,2026-05-13T00:00:00,2026-05-14T00:00:00,AmazonRedshift,redshift-cluster-e3a2,16.077100,Node:dc2.large,,data,prod
111122223333,2026-05-31T00:00:00,2026-06-01T00:00:00,AmazonRedshift,redshift-cluster-f710,11.314300,Node:dc2.large,,data,prod
111122223333,2026-05-01T00:00:00,2026-05-02T00:00:00,AmazonCloudFront,E000009B480B07,0.691700,DataTransfer-Out-Bytes,,,
111122223333,2026-05-07T00:00:00,2026-05-08T00:00:00,AmazonEC2,i-08debc74,11.591500,BoxUsage:t3.medium,RunInstances,ml,prod
111122223333,2026-05-07T00:00:00,2026-05-08T00:00:00,AWSLambda,mlops-infer-000,1.020000,Lambda-GB-Second,,ml,prod
111122223333,2026-05-07T00:00:00,2026-05-08T00:00:00,AmazonCloudFront,E000009B480B07,0.980700,DataTransfer-Out-Bytes,,,
111122223333,2026-05-07T00:00:00,2026-05-08T00:00:00,AmazonEC2,i-15740251,0.856400,BoxUsage:t3.medium,RunInstances,,
111122223333,2026-05-13T00:00:00,2026-05-14T00:00:00,AmazonCloudFront,E0000074909B06,0.844400,DataTransfer-Out-Bytes,,backend,prod
111122223333,2026-05-19T00:00:00,2026-05-20T00:00:00,AWSDataTransfer,,11.173952,DataTransfer-Regional-Bytes,,,
111122223333,2026-05-01T00:00:00,2026-05-02T00:00:00,AmazonS3,mlops-fs-001,0.779100,TimedStorage-ByteHrs,,,
111122223333,2026-05-19T00:00:00,2026-05-20T00:00:00,AWSLambda,mlops-infer-002,1.177200,Lambda-GB-Second,,ml,prod
111122223333,2026-05-31T00:00:00,2026-06-01T00:00:00,AmazonCloudWatch,log-group-devops-logs-000,1.083100,PutLogEvents,,platform,prod
111122223333,2026-05-01T00:00:00,2026-05-02T00:00:00,AmazonCloudWatch,log-group-devops-logs-003,0.811000,PutLogEvents,,platform,prod
111122223333,2026-05-25T00:00:00,2026-05-26T00:00:00,AmazonS3,mlops-fs-003,0.769300,TimedStorage-ByteHrs,,,
111122223333,2026-05-01T00:00:00,2026-05-02T00:00:00,AmazonCloudWatch,log-group-devops-logs-002,0.966100,PutLogEvents,,,
111122223333,2026-05-01T00:00:00,2026-05-02T00:00:00,AWSDataTransfer,,4.974450,DataTransfer-Regional-Bytes,,,
111122223333,2026-05-07T00:00:00,2026-05-08T00:00:00,AWSGlue,etl-pipeline-003,2.058500,DPU-Hour:JobRun,,,
111122223333,2026-05-13T00:00:00,2026-05-14T00:00:00,AWSDataTransfer,,11.377057,DataTransfer-Regional-Bytes,,,
111122223333,2026-05-07T00:00:00,2026-05-08T00:00:00,AmazonEKS,arn:aws:eks:us-east-1:111122223333:cluster/devops-eks-000,3.077400,AmazonEKS-Hours:cluster,,platform,prod
111122223333,2026-05-31T00:00:00,2026-06-01T00:00:00,AmazonCloudFront,E00000FD294FC5,0.756500,DataTransfer-Out-Bytes,,backend,prod
111122223333,2026-05-13T00:00:00,2026-05-14T00:00:00,AWSGlue,etl-pipeline-002,2.017800,DPU-Hour:JobRun,,data,prod
111122223333,2026-05-19T00:00:00,2026-05-20T00:00:00,AWSGlue,etl-pipeline-000,2.006300,DPU-Hour:JobRun,,,
111122223333,2026-05-31T00:00:00,2026-06-01T00:00:00,AmazonEKS,arn:aws:eks:us-east-1:111122223333:cluster/devops-eks-000,4.389800,AmazonEKS-Hours:cluster,,platform,prod
111122223333,2026-05-31T00:00:00,2026-06-01T00:00:00,AmazonEC2,i-36527fa2,4.839500,BoxUsage:t3.medium,RunInstances,,
111122223333,2026-05-07T00:00:00,2026-05-08T00:00:00,AmazonCloudWatch,log-group-devops-logs-002,0.720000,PutLogEvents,,,
111122223333,2026-05-07T00:00:00,2026-05-08T00:00:00,AmazonEKS,arn:aws:eks:us-east-1:111122223333:cluster/devops-eks-001,3.398000,AmazonEKS-Hours:cluster,,platform,prod
111122223333,2026-05-01T00:00:00,2026-05-02T00:00:00,AmazonRedshift,redshift-cluster-f710,11.973200,Node:dc2.large,,data,prod
111122223333,2026-05-01T00:00:00,2026-05-02T00:00:00,AmazonEC2,i-ba77cb1b,3.000500,BoxUsage:t3.medium,RunInstances,backend,prod
111122223333,2026-05-13T00:00:00,2026-05-14T00:00:00,AmazonEC2,i-535e2cae,1.396200,BoxUsage:t3.medium,RunInstances,,
111122223333,2026-05-07T00:00:00,2026-05-08T00:00:00,AmazonCloudWatch,log-group-devops-logs-003,0.770000,PutLogEvents,,platform,prod
111122223333,2026-05-31T00:00:00,2026-06-01T00:00:00,AmazonEC2,i-15740251,0.860100,BoxUsage:t3.medium,RunInstances,,
111122223333,2026-05-13T00:00:00,2026-05-14T00:00:00,AmazonS3,mlops-fs-003,0.525200,TimedStorage-ByteHrs,,,
111122223333,2026-05-25T00:00:00,2026-05-26T00:00:00,AmazonEC2,i-657b9664,1.054600,BoxUsage:t3.medium,RunInstances,,
111122223333,2026-05-07T00:00:00,2026-05-08T00:00:00,AmazonEC2,i-e279831e,3.622200,BoxUsage:t3.medium,RunInstances,,
111122223333,2026-05-13T00:00:00,2026-05-14T00:00:00,AmazonCloudWatch,log-group-devops-logs-000,0.913700,PutLogEvents,,platform,prod
111122223333,2026-05-25T00:00:00,2026-05-26T00:00:00,AmazonEC2,i-36527fa2,6.062100,BoxUsage:t3.medium,RunInstances,,
111122223333,2026-05-19T00:00:00,2026-05-20T00:00:00,AmazonEC2,i-657b9664,1.489500,BoxUsage:t3.medium,RunInstances,,
111122223333,2026-05-01T00:00:00,2026-05-02T00:00:00,AWSGlue,etl-pipeline-001,2.967900,DPU-Hour:JobRun,,,
111122223333,2026-05-31T00:00:00,2026-06-01T00:00:00,AmazonS3,mlops-fs-002,0.737400,TimedStorage-ByteHrs,,,
111122223333,2026-05-19T00:00:00,2026-05-20T00:00:00,AmazonEC2,i-535e2cae,1.612000,BoxUsage:t3.medium,RunInstances,,
111122223333,2026-05-19T00:00:00,2026-05-20T00:00:00,AmazonRedshift,redshift-cluster-393a,9.776000,Node:dc2.large,,data,prod
111122223333,2026-05-01T00:00:00,2026-05-02T00:00:00,AmazonEKS,arn:aws:eks:us-east-1:111122223333:cluster/devops-eks-003,4.128600,AmazonEKS-Hours:cluster,,platform,prod
111122223333,2026-05-25T00:00:00,2026-05-26T00:00:00,AmazonRedshift,redshift-cluster-e3a2,15.681400,Node:dc2.large,,data,prod
111122223333,2026-05-01T00:00:00,2026-05-02T00:00:00,AmazonEC2,i-4b0e41bb,3.679500,BoxUsage:t3.medium,RunInstances,backend,prod
111122223333,2026-05-07T00:00:00,2026-05-08T00:00:00,AmazonRDS,apicore-db-000,7.167400,InstanceUsage:db.t3.large,,backend,prod
111122223333,2026-05-31T00:00:00,2026-06-01T00:00:00,AmazonEC2,i-08debc74,11.214200,BoxUsage:t3.medium,RunInstances,ml,prod
111122223333,2026-05-13T00:00:00,2026-05-14T00:00:00,AmazonCloudFront,E000009B480B07,0.992300,DataTransfer-Out-Bytes,,,
111122223333,2026-05-19T00:00:00,2026-05-20T00:00:00,AWSLambda,mlops-infer-000,1.373500,Lambda-GB-Second,,ml,prod
111122223333,2026-05-25T00:00:00,2026-05-26T00:00:00,AmazonEKS,arn:aws:eks:us-east-1:111122223333:cluster/devops-eks-000,3.018500,AmazonEKS-Hours:cluster,,platform,prod
111122223333,2026-05-25T00:00:00,2026-05-26T00:00:00,AmazonCloudWatch,log-group-devops-logs-000,0.789500,PutLogEvents,,platform,prod
111122223333,2026-05-31T00:00:00,2026-06-01T00:00:00,AmazonEC2,i-15fd63ca,4.907200,BoxUsage:t3.medium,RunInstances,,
111122223333,2026-05-13T00:00:00,2026-05-14T00:00:00,AmazonEC2,i-7863c1aa,2.089800,BoxUsage:t3.medium,RunInstances,,
111122223333,2026-05-13T00:00:00,2026-05-14T00:00:00,AWSGlue,etl-pipeline-001,2.976900,DPU-Hour:JobRun,,,
111122223333,2026-05-13T00:00:00,2026-05-14T00:00:00,AmazonEC2,i-e279831e,4.057000,BoxUsage:t3.medium,RunInstances,,
111122223333,2026-05-13T00:00:00,2026-05-14T00:00:00,AmazonS3,mlops-fs-001,0.776000,TimedStorage-ByteHrs,,,
111122223333,2026-05-25T00:00:00,2026-05-26T00:00:00,AWSGlue,etl-pipeline-003,3.138200,DPU-Hour:JobRun,,,
111122223333,2026-05-13T00:00:00,2026-05-14T00:00:00,AmazonRedshift,redshift-cluster-393a,10.872900,Node:dc2.large,,data,prod
111122223333,2026-05-13T00:00:00,2026-05-14T00:00:00,AmazonEC2,i-657b9664,1.082800,BoxUsage:t3.medium,RunInstances,,
111122223333,2026-05-25T00:00:00,2026-05-26T00:00:00,AmazonCloudWatch,log-group-devops-logs-001,0.954500,PutLogEvents,,platform,prod
111122223333,2026-05-01T00:00:00,2026-05-02T00:00:00,AmazonEC2,i-f6558f02,3.748100,BoxUsage:t3.medium,RunInstances,backend,prod
111122223333,2026-05-31T00:00:00,2026-06-01T00:00:00,AmazonRDS,apicore-db-001,5.314700,InstanceUsage:db.t3.large,,backend,prod
111122223333,2026-05-01T00:00:00,2026-05-02T00:00:00,AmazonEC2,i-36527fa2,5.825500,BoxUsage:t3.medium,RunInstances,,
111122223333,2026-05-19T00:00:00,2026-05-20T00:00:00,AmazonS3,mlops-fs-002,0.678600,TimedStorage-ByteHrs,,,
111122223333,2026-05-31T00:00:00,2026-06-01T00:00:00,AmazonRedshift,redshift-cluster-6484,14.396200,Node:dc2.large,,data,prod
111122223333,2026-05-01T00:00:00,2026-05-02T00:00:00,AmazonEC2,i-08debc74,11.010400,BoxUsage:t3.medium,RunInstances,ml,prod
111122223333,2026-05-07T00:00:00,2026-05-08T00:00:00,AmazonEC2,i-cf3a4ea9,1.417500,BoxUsage:t3.medium,RunInstances,,
111122223333,2026-05-25T00:00:00,2026-05-26T00:00:00,AmazonEC2,i-cf3a4ea9,1.543700,BoxUsage:t3.medium,RunInstances,,
111122223333,2026-05-25T00:00:00,2026-05-26T00:00:00,AmazonRedshift,redshift-cluster-393a,12.133700,Node:dc2.large,,data,prod
111122223333,2026-05-13T00:00:00,2026-05-14T00:00:00,AWSLambda,mlops-infer-001,1.356000,Lambda-GB-Second,,,
111122223333,2026-05-19T00:00:00,2026-05-20T00:00:00,AmazonEC2,i-36527fa2,5.319200,BoxUsage:t3.medium,RunInstances,,
111122223333,2026-05-07T00:00:00,2026-05-08T00:00:00,AmazonCloudWatch,log-group-devops-logs-000,0.859400,PutLogEvents,,platform,prod
111122223333,2026-05-13T00:00:00,2026-05-14T00:00:00,AmazonEC2,i-f6558f02,2.960200,BoxUsage:t3.medium,RunInstances,backend,prod
111122223333,2026-05-31T00:00:00,2026-06-01T00:00:00,AmazonRedshift,redshift-cluster-e3a2,12.990300,Node:dc2.large,,data,prod
111122223333,2026-05-01T00:00:00,2026-05-02T00:00:00,AmazonRDS,apicore-db-002,8.009200,InstanceUsage:db.t3.large,,backend,prod
111122223333,2026-05-01T00:00:00,2026-05-02T00:00:00,AmazonEC2,i-657b9664,0.897500,BoxUsage:t3.medium,RunInstances,,
111122223333,2026-05-01T00:00:00,2026-05-02T00:00:00,AmazonS3,mlops-fs-002,0.504800,TimedStorage-ByteHrs,,,
111122223333,2026-05-19T00:00:00,2026-05-20T00:00:00,AmazonRedshift,redshift-cluster-e3a2,8.947000,Node:dc2.large,,data,prod
111122223333,2026-05-01T00:00:00,2026-05-02T00:00:00,AWSLambda,mlops-infer-001,1.631100,Lambda-GB-Second,,,
111122223333,2026-05-01T00:00:00,2026-05-02T00:00:00,AmazonS3,mlops-fs-000,0.623900,TimedStorage-ByteHrs,,,
111122223333,2026-05-07T00:00:00,2026-05-08T00:00:00,AmazonS3,mlops-fs-001,0.513600,TimedStorage-ByteHrs,,,
111122223333,2026-05-19T00:00:00,2026-05-20T00:00:00,AmazonRDS,apicore-db-004,7.647700,InstanceUsage:db.t3.large,,backend,prod
111122223333,2026-05-25T00:00:00,2026-05-26T00:00:00,AWSLambda,mlops-infer-000,1.605300,Lambda-GB-Second,,ml,prod
111122223333,2026-05-13T00:00:00,2026-05-14T00:00:00,AmazonEC2,i-3b6762d2,0.995200,BoxUsage:t3.medium,RunInstances,,
111122223333,2026-05-13T00:00:00,2026-05-14T00:00:00,AmazonCloudWatch,log-group-devops-logs-001,0.780300,PutLogEvents,,platform,prod
111122223333,2026-05-25T00:00:00,2026-05-26T00:00:00,AmazonEC2,i-e279831e,3.759300,BoxUsage:t3.medium,RunInstances,,
111122223333,2026-05-07T00:00:00,2026-05-08T00:00:00,AmazonEC2,i-36527fa2,5.151200,BoxUsage:t3.medium,RunInstances,,
111122223333,2026-05-31T00:00:00,2026-06-01T00:00:00,AmazonEC2,i-4c5db485,8.613900,BoxUsage:t3.medium,RunInstances,ml,prod
